PERIOD,DECLARANT,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2013-09,NL,"19,75","432,20",:,:,"1.712,27","9.770,61","8,03",:,:,"10,46","0,82","835,40",:,"586,62","5.822,48","219,38","234,89",:,"871,31",:,:,"3.792,72","0,15","49,62","3.779,23",:,"36,54","3.284,32"
2013-09,PL,"11.785,11","1,10",:,:,"7.911,17","25.062,42","339,73",:,:,"0,90","2,17","3.397,14",:,"7.306,06","0,53","3.601,55",:,:,"99,88",:,"5.467,04",:,:,"108,16","2.394,23",:,"44.187,52","159,36"
2013-09,PT,"100,96",:,:,:,"162,82","1.610,07","1,61",:,:,"517,17","13,96","1.834,29",:,"289,69","1.270,98","209,10",:,"631,15",:,:,"4.110,08","0,09",:,"44,49","0,06",:,"37,07","682,03"
2013-09,RO,"3.133,36","91,28","288,69","137,03","9.031,61","5.699,47",:,"15,58","29,03","27,94",:,"21,91",:,"1.071,17","0,23","11,56","21,31","3.041,70",:,"25,42","1.299,94","45,44",:,:,"365,33",:,"22.605,65","528,69"
2013-09,SE,:,"291,78",:,:,"556,37","10.736,40","2.352,91",:,:,"20,14","7.182,04","18,80",:,"8.516,38","1.026,58",:,"58,69",:,:,:,"26.921,26","1.556,56",:,:,:,:,:,"1.291,42"
2013-09,SI,"5.415,42","0,53",:,:,"695,39","1.208,76",:,:,:,"5,50",:,"565,22","27,32","7.380,09",:,"3,31",:,:,:,:,"288,00","43,20",:,:,"321,97",:,"98,05",:
2013-09,SK,"241.417,86","38,23","645,64",:,"16.433,80","8.097,62",:,:,:,"321,26","2.069,38","62,50",:,"6.015,43","198,60","112,57","254,01",:,"935,82",:,"1,78","7.262,38","97,41","361,27","1.516,44","1.346,78",:,"2.963,11"
2013-09,UK,"201,15","343,99","1.415,13","2.617,56","4.044,64","32.363,22","87,04","0,22","2.285,80","1.982,77","311,58","10.522,90",:,"37.417,03","65.473,90","905,57","152,72","6,27","2.063,01","0,66","311.034,51","14.006,74","153,91","185,30","19.111,30","5,51","1.095,92",:
2013-10,AT,:,"0,05","998,17",:,"408,91","12.116,40","612,83",:,:,"34,97","1,79","188,56","67,27","2.460,50","14.053,43","413,09",:,:,:,"399,11","11.035,16","7.889,99",:,"3.183,92","3.093,39","0,03","40.473,73","2.230,91"
2013-10,BE,"19,45",:,:,:,"401,55","7.389,33","1.188,31",:,:,"3,28","262,40","1.185,36",:,"1.113,74","1,19","439,62","347,38","197,17","120,80","113,40","53.351,71","53,09",:,:,"711,77",:,:,"3.863,35"
2013-10,BG,"1.969,45","91,72",:,:,"2.725,59","2.419,36",:,:,"31,80",:,:,"1.117,40",:,"1.876,72",:,:,:,:,:,:,"2.816,04","426,61",:,"12,16",:,:,"9.268,22","400,65"
2013-10,CY,"216,22","89,32",:,:,"121,74","478,39",:,:,"3.418,52",:,:,"3,46",:,"45,31",:,:,:,:,:,:,"11,87","338,70","7,60","41,53",:,:,:,"201,53"
2013-10,CZ,"1.578,80","228,37","237,19","0,72",:,"33.364,61","8,07","8,04","1.098,29",:,"2,41","1.230,69",:,"2.168,17","7.985,56","199,21","5,25",:,"209,05","2.957,27","3.556,31","13.480,29","101,69","306,31","4.166,80","339,50","33.990,99","2.491,03"
2013-10,DE,"13.039,19","1.658,02","191,13","1.808,53","62.713,49",:,"2.963,59","4.769,69","1.936,02","2.208,16","283,99","28.919,10",:,"16.198,30","561,34","2.998,55","4.502,98","17.850,69","1.389,84","153,37","190.276,77","52.305,69","1.500,20","7.981,53","13.095,69","89,03","10.945,92","19.994,03"
2013-10,DK,"2,89",:,:,:,"270,92","3.103,78",:,:,:,"203,77","0,78","55,19",:,"232,92","495,44","14,82","39,21",:,:,:,"14.267,54","200,76",:,:,"43.653,49",:,"70,13","374,11"
2013-10,EE,:,:,:,:,"566,46","718,11",:,:,:,:,"631,72","0,60",:,:,"584,22",:,"43,17",:,"4.589,02",:,:,"1.860,33",:,:,"1.853,56",:,"21,92","540,49"
2013-10,EL,"5.148,04",:,"4,95","241,25","49,58","7.805,88",:,:,:,:,"1,03","984,62",:,"819,71",:,"1,55",:,:,:,:,"7.955,65","4,60","6,99","5,47",:,:,"67,62","98,88"
2013-10,ES,"177,64",:,:,:,"235,63","9.031,73","20,33",:,"25,68",:,"10,14","4.136,93",:,"3.250,89","5.717,08","9.438,05",:,"1.209,90","101,80","0,19","61.507,60","191,21","867,63","112,33","9.555,55","62,33","28,49","4.671,12"
2013-10,FI,"11,61","0,34",:,:,"3,44","2.339,88","70,80","631,45",:,:,:,"36,06",:,"818,73","4.247,14",:,"3,83",:,"289,36",:,"10.355,80","520,57",:,:,"18.378,47",:,:,"177,68"
2013-10,FR,"493,32","1.665,23","188,31","0,11","94,21","40.489,46","150,54","66,21",:,"283,24","51,54",:,:,"8.088,41","8.007,31","332,77",:,"39.334,23","68,91",:,"167.473,12","230,26","2.447,83","22,93","4.179,15",:,:,"8.530,97"
2013-10,HR,"2.655,10",:,:,:,"1.622,29","26,48","11,64",:,:,"0,00","0,00","0,00",:,"892,90",:,"0,91",:,:,:,:,"2.476,85","52,61",:,:,"820,94","1.118,05","5.662,96","0,00"
2013-10,HU,"1.856,25",:,:,:,"2.004,88","1.764,12","6,99",:,"164,20","1,21",:,"958,16",:,:,:,"208,77","685,02",:,:,:,"3.629,91","2.958,30",:,:,"1.438,86","3.698,39","10.781,42","483,26"
2013-10,IE,"70,80",:,:,:,"89,65","3.343,83",:,:,:,"4,25","0,29","599,24",:,"439,40",:,"111,25",:,:,:,:,"1.320,08",:,:,"84,00","2.654,90",:,:,"14.490,40"
2013-10,IT,"3.420,26","172,29","606,14","5,57","1.384,67","29.915,18","364,32",:,:,"633,95","3,33","3.872,07",:,"19.067,59","3,59",:,"337,40","52.374,25","1.354,52","347,26","34.138,40","1.645,34","1.045,90","406,55","1,09","1,85","1.317,27","6.207,17"
2013-10,LT,"19,14",:,:,:,"751,08","101,74","19,82","4,96",:,:,"2.610,74",:,:,:,"868,42",:,:,:,"11.457,52",:,"33,36","2.734,18",:,"204,58","455,63",:,"7,14","464,13"
2013-10,LU,"36,12","2.391,53",:,:,"4,26","1.764,84",:,:,:,"50,98","273,13","1.780,34",:,"8,60","1.648,36","0,67",:,:,"12,74",:,"5.007,74","223,45","29,29",:,:,:,:,"2,29"
2013-10,LV,"317,54","67,35","204,10",:,"520,81","142,42",:,"201,02",:,:,"266,43",:,:,:,"688,15","2,21","5.009,34",:,:,:,"0,36","6.018,83",:,"72,47","985,11","285,89","52,53","440,06"
2013-10,MT,:,"0,05",:,:,"74,19","45,02",:,:,:,:,:,"1,93",:,:,"547,92","768,63",:,:,"0,51",:,:,:,"63,75","10,09",:,:,"58,51","135,69"
2013-10,NL,"12,57","805,51","398,73","1.172,03","1.049,82","16.666,61","9,16",:,"74,86","71,43","0,31","1.922,25",:,"1.383,57","40.456,81","295,26","421,09","0,51","1.211,02",:,:,"2.037,71",:,"64,26","33,69","0,25","353,86","4.738,03"
2013-10,PL,"20.143,62","1,05",:,:,"9.891,24","29.010,55",:,:,:,"3,34","0,68","4.922,63",:,"7.618,82","1,84","3.293,76","2,94",:,"5,29",:,"11.999,04",:,"33,53","7,17","17.259,85","224,38","50.988,66","471,86"
2013-10,PT,"45,95","73,32",:,:,"159,65","2.324,74","1,04",:,:,"975,77","1,47","1.339,37",:,"1.623,60","3.347,66","905,21",:,"1.497,93",:,:,"6.850,86",:,:,"0,43","0,47",:,"80,08","452,10"
2013-10,RO,"6.139,39","19,18","193,04",:,"2.009,18","7.166,18",:,:,:,"15,94",:,"254,63",:,"861,50","1,07","44,03","19,96","1.336,07","26,87",:,"4.474,36","52,00","82,77",:,"23,84",:,"28.238,03","310,78"
2013-10,SE,:,"101,26",:,:,"1.891,97","8.285,02","1.424,41","0,02",:,"109,36","5.946,90","1,06",:,"4.474,05","18.256,24",:,"154,26",:,"82,37",:,"102.228,87","235,41",:,:,:,"2,66","109,53","2.037,67"
2013-10,SI,"7.667,60",:,:,:,"938,22","2.466,94",:,:,:,"0,91",:,:,"0,45","10.388,51",:,"8,54",:,:,:,:,"428,43","23,12","0,84",:,"925,43",:,"31,15","231,13"
2013-10,SK,"283.003,96",:,"188,70",:,"20.161,18","10.208,75",:,:,:,"1.716,02","2.618,38","19,69",:,"3.473,61","2.003,40","51,47","220,41",:,"21,50",:,"92,02","3.202,47",:,"82,40","2.460,20","5.201,01",:,"3.228,96"
2013-10,UK,"164,66","289,55","325,50","1.706,16","4.726,12","62.275,68","75,05","0,24","2.391,29","4.893,02","236,06","13.623,06",:,"15.271,52","67.659,69","403,95","284,71","11,20","2.607,82","1,16","286.928,37","10.931,16","1.628,66","408,07","14.885,85","0,21","1.986,65",:
2013-11,AT,:,:,"1.304,77",:,"6.210,32","8.267,89","845,63",:,:,"947,99","4,77","336,21",:,"1.130,38","2.703,56","315,44","58,74",:,"37,19",:,"9.348,30","5.366,66","103,95","2.170,11","2.999,25","88,42","48.341,02","988,85"
2013-11,BE,"13,94",:,:,:,"278,60","6.019,65","374,18",:,:,"3,87","354,14","1.232,35",:,"1.216,96","12.175,93","35,90","102,92","982,51",:,"47,34","70.228,82","844,76",:,:,"266,67",:,"213,00","3.356,21"
2013-11,BG,"984,51",:,:,:,"3.367,05","2.593,89",:,:,"38,38","0,43",:,"1.411,54",:,"695,26","43,00",:,:,:,:,:,"824,62",:,:,"11,37",:,:,"10.401,72","470,54"
2013-11,CY,"523,01","302,57",:,:,"105,71","1.070,18","43,10",:,"3.464,42",:,:,"1,05",:,"168,88",:,:,:,:,"161,47",:,"8,88","157,63",:,:,:,"59,49","61,45","891,27"
2013-11,CZ,"2.052,47","0,27","780,06",:,:,"39.510,10","301,82","3,36","2.209,92",:,:,"2.088,21","8,89","1.109,37","19.740,23","70,69","60,44","24,90","76,08","316,63","1.678,76","8.864,11","66,98","60,07","3.633,34","520,53","43.522,56","1.825,73"
2013-11,DE,"11.339,03","2.277,68","275,58","1.588,28","122.676,78",:,"3.671,84","2.904,53","295,39","833,75","10,53","14.736,88",:,"8.832,68","350,72","2.222,66","5.465,91","15.474,10","1.249,49","268,50","186.393,31","22.823,78","1.432,43","9.697,59","6.301,50",:,"10.819,87","12.373,88"
2013-11,DK,"649,51","5,58",:,:,"38,12","3.885,82",:,:,:,"1,68","183,00","15,22",:,"25,02","573,50","18,50","40,24",:,:,:,"16.358,85","210,21","1,60",:,"50.368,69",:,"21,12","280,17"
2013-11,EE,"6,67",:,:,:,"734,93","360,68","0,17",:,:,:,"467,51","74,10",:,:,"537,60",:,"281,44",:,"2.748,69",:,"242,94","1.622,96",:,:,"1.284,23",:,"39,85","492,07"
2013-11,EL,"2.864,88",:,:,"549,41","17,58","12.857,66",:,:,:,"0,32","1,76","851,76",:,"150,71",:,"0,72",:,:,:,:,"1.134,96","1,44","4,70","1,45",:,:,"111,50","2.000,49"
2013-11,ES,"161,40",:,"31,86","41,17","246,80","12.859,78",:,:,"17,20",:,"9,78","2.658,61",:,"3.749,37","18.620,82","10.686,37","268,44","2.031,60","104,65",:,"74.879,77","221,30","873,69","12,29","10.131,07",:,"20,99","2.728,23"
2013-11,FI,"7,92",:,:,:,"53,00","3.592,77","37,11","673,30",:,:,:,"24,12",:,"5.570,77","4.060,73","30,43",:,:,:,:,"9.993,45","127,60",:,:,"23.660,67",:,:,"326,20"
2013-11,FR,"64,78","1.414,73",:,:,"353,07","30.441,31","77,13","2,03","0,16","266,05","33,68",:,:,"7.710,75","24.324,00","253,78","4,98","88.470,28","161,58",:,"163.832,82","648,31","2.008,82",:,"2.650,28","60,62","4,74","7.843,22"
2013-11,HR,"3.834,08","1,69",:,:,"1.353,33","39,75","0,00",:,:,"0,00","0,00","0,00",:,"1.194,57",:,"21,56",:,:,:,:,"2.131,43","0,00",:,:,"1.494,21","2.100,47","8.620,83","0,00"
2013-11,HU,"3.678,22",:,:,:,"1.749,69","1.714,99","8,86",:,:,"34,55","2,45","1.607,28",:,:,"0,70","0,68",:,"1.040,07",:,:,"5.393,64","3.525,65",:,"1,07","2.511,06","1.940,13","20.348,73","197,69"
2013-11,IE,"35,40",:,:,:,"112,00","4.084,05",:,:,:,"2,75","4,25","700,57",:,"478,77",:,"0,12",:,:,:,:,"3.883,61",:,"144,62",:,"1.703,38",:,:,"14.558,38"
2013-11,IT,"588,78","1.422,80","617,23",:,"1.735,41","27.998,87","33,26",:,"23,14","729,60","4,88","7.561,52",:,"16.042,33","26.896,51",:,"545,36","95.003,46","677,93","1.243,49","44.245,88","2.568,38","505,77","301,17","3,17",:,"2.100,02","5.791,98"
2013-11,LT,:,:,:,:,"761,42","170,77","21,04","215,55",:,:,"2.179,42","0,58",:,:,"728,92","35,06",:,:,"19.672,01",:,"33,87","1.747,26",:,"554,20","333,35",:,"19,24","1.157,93"
2013-11,LU,"3,55","4.854,27",:,:,:,"1.775,77",:,:,:,"0,17","528,68","3.022,39",:,:,"1.805,30","38,65",:,:,:,:,"9.385,45","148,53",:,:,:,:,:,"239,58"
2013-11,LV,"22,67",:,:,:,"543,40","71,60",:,"208,39",:,:,"82,63",:,:,:,"669,50",:,"6.728,02",:,:,:,"1,29","6.504,06",:,"7,62","647,11","343,45",:,"312,96"
2013-11,MT,:,:,:,:,"90,59","116,54",:,:,:,:,:,"4,61",:,:,:,"641,08",:,:,"11,10",:,"189,00",:,:,"11,54",:,"16,49","38,61","119,21"
2013-11,NL,"37,65","3.029,37",:,:,"2.340,31","3.397,73","82,60",:,"302,47","172,98","2,09","1.023,85",:,"3.311,99","36.347,76","11,53",:,"1,19","873,02",:,:,"1.050,05",:,"69,58","133,12",:,"495,21","3.672,69"
2013-11,PL,"29.112,94","1,10",:,:,"10.146,29","26.157,67","32,48",:,:,"175,75","80,27","4.418,86",:,"8.059,85","6,45","21,18","52,19",:,"85,70",:,"11.319,40",:,:,"0,20","3.540,26",:,"58.394,27","782,75"
2013-11,PT,"110,53","0,12",:,:,"70,84","3.860,64",:,:,:,"3.803,27","1,79","955,58",:,"199,93","5.059,77","1.732,44","104,04","1.934,08",:,:,"11.342,56",:,:,"26,05","295,50",:,"70,51","419,57"
2013-11,RO,"7.300,69",:,"445,37","40,12","10.124,18","7.560,58","24,14","69,57","2,98","16,22","2,77","216,52",:,"1.599,02","1,88","18,36","92,23","1.410,94","36,54",:,"7.425,90","177,27","0,44",:,:,"64,69","27.606,61","361,47"
2013-11,SE,"38,83","43,20",:,:,"394,57","5.527,58","4.627,82",:,:,"0,27","6.315,24","74,28",:,"3.200,50","45.650,30",:,"119,65",:,"23,83",:,"86.557,53","57,55",:,:,:,:,"283,28","1.388,25"
2013-11,SI,"8.243,20",:,"538,08",:,"1.901,79","1.861,96",:,:,:,:,:,"36,61","5,20","10.171,87",:,"3,62",:,:,:,:,"73,59","532,16",:,:,"786,38",:,"197,57","408,00"
2013-11,SK,"314.992,67",:,"778,70",:,"19.909,63","15.760,46",:,:,:,"729,77","2.415,21","163,68",:,"4.140,06","1.548,42","817,44","219,37",:,"15,64","63,00","44,17","3.142,36","83,15",:,"2.239,33","2.899,09",:,"1.712,45"
2013-11,UK,"134,84","267,56","1.199,22","1.384,43","4.211,76","37.335,15","306,23","13,19","2.642,46","3.472,82","241,25","13.892,17",:,"22.090,18","76.281,30","420,82","142,64","2,13","1.698,84","0,48","236.665,26","6.770,33","540,64","16,71","6.479,14","357,27","4.015,51",:
2013-12,AT,:,:,"895,04",:,"8.931,00","28.076,93","2.280,28",:,:,"109,72","1,78","135,30","2.174,86","669,34","4,31","506,74",:,"0,45",:,:,"7.725,55","7.870,38","1,64","1.337,55","1.559,86","0,40","35.914,20","847,89"
2013-12,BE,"419,82",:,:,:,"305,28","4.545,11","1.162,47","156,32",:,"14,35","18,86","1.685,65",:,"1.042,69","8.987,33","213,20",:,"572,16",:,:,"80.923,03","154,43",:,"28,45","1.020,86",:,:,"3.295,63"
2013-12,BG,"967,82","18,40",:,:,"2.711,28","2.031,36",:,:,"44,10",:,:,"1.279,25",:,"303,72",:,"7,10",:,:,"104,91",:,"115,20","294,73","7,35","22,72",:,:,"5.083,14","341,88"
2013-12,CY,"211,75","372,46",:,:,"198,66","1.635,37",:,:,"2.453,55","0,67",:,"29,31",:,"99,85",:,:,:,:,"189,80",:,"12,03","10,35",:,:,:,"144,69","129,99","262,94"
2013-12,CZ,"1.268,83","16,64","213,02",:,:,"32.449,97","24,23","12,58","909,06","0,18",:,"918,28","4,36","723,28","39.414,87",:,"8,55",:,"117,09","144,62","1.825,91","5.109,85","44,53","278,69","3.010,71","142,95","34.238,79","1.975,59"
2013-12,DE,"9.442,28","82,87","323,79","812,56","99.080,66",:,"5.859,32","1.927,21","3,77","908,80","23,64","10.986,46",:,"5.806,46","103,57","1.623,93","2.337,71","16.404,22","173,44","212,47","135.478,70","47.936,24","135,02","3.691,43","3.520,31",:,"3.363,99","24.713,58"
2013-12,DK,"1,97",:,:,:,"168,49","2.966,83",:,:,:,"35,91","0,86","5,76",:,"877,53","381,34","23,76","122,74",:,:,:,"22.202,02","177,99",:,:,"61.290,42","10,90","18,42","173,15"
2013-12,EE,"26,14",:,"200,46",:,"711,83","555,90",:,:,:,"0,15","601,88",:,:,:,"1.097,60",:,"191,03",:,"3.657,52",:,:,"2.245,83",:,:,"778,00","159,60","39,43","392,59"
2013-12,EL,"2.794,62",:,"1,76","398,98","131,62","12.710,81",:,:,:,"0,19","1,80","336,20",:,"42,20",:,"2,97",:,:,:,:,"866,22","1,47","18,26","48,23",:,:,"115,50","256,93"
2013-12,ES,"325,82","15,33","4,04","21,61","365,25","8.904,22",:,:,"0,06",:,"12,06","5.558,35",:,"311,63","27.282,50","11.332,45","224,40","4.059,95","201,17",:,"90.371,90","177,07","808,87","0,07","10.097,83",:,"43,44","3.347,75"
2013-12,FI,:,:,:,:,"18,29","764,90","26,65","907,70",:,:,:,"17,07",:,"1.286,90","7.183,40","72,31",:,:,"86,52",:,"9.380,38","188,02",:,:,"35.328,21",:,:,"424,97"
2013-12,FR,"241,58","1.678,08",:,:,"60,63","13.631,41","99,02","163,78",:,"938,90","49,05",:,:,"4.481,16","9.615,44","744,77",:,"72.117,44","173,42",:,"124.300,38","834,96","555,89","1,21","1.731,33",:,"3,99","4.279,40"
2013-12,HR,"1.995,12",:,:,"0,53","1.225,41","629,68","68,45",:,:,"0,00","0,00","89,18",:,"803,07",:,"10,60",:,:,"487,23",:,"804,74","1.724,22",:,:,"1,07","550,32","2.439,87","0,00"
2013-12,HU,"2.212,21",:,:,:,"1.010,30","772,22",:,:,:,"645,88",:,"1.155,20",:,:,"4,86","0,23",:,"416,51",:,:,"4.687,74","2.164,49",:,"212,44","3.289,32","512,19","7.616,67","554,07"
2013-12,IE,"35,40",:,:,:,"176,37","3.356,26",:,:,:,"3,25",:,"1.348,90",:,"501,86",:,"24,82",:,:,:,:,"4.796,23",:,"23,30",:,"4.197,04","47,65",:,"17.641,02"
2013-12,IT,"659,98","348,50","58,40",:,"1.430,37","18.517,05","83,71","79,60",:,"1.089,67","16,19","3.681,64",:,"9.045,74","25.503,47",:,"93,38","66.425,57","607,83","18,14","41.139,11","1.194,31","299,85","372,30","3,68","1,41","1.441,46","4.423,15"
2013-12,LT,"41,24",:,"11,03",:,"786,34","611,61",:,"493,46",:,:,"1.413,02","0,25",:,:,"1.052,10","38,07",:,:,"10.332,36",:,"44,34","1.540,83",:,"125,28","371,21",:,:,"761,90"
2013-12,LU,"16,61","8.378,36",:,:,:,"1.071,65",:,:,:,"2,18","139,27","1.667,16",:,:,"2.275,70","0,51",:,:,:,:,"6.157,54","259,25","78,68",:,:,:,:,"1,72"
2013-12,LV,"122,47",:,:,:,"593,43","493,47","1,08","3,88",:,"34,01","395,03",:,:,:,:,:,"4.303,79",:,:,:,"1.338,63","4.482,00",:,:,"716,94","561,62","5,70","557,59"
2013-12,MT,:,:,:,:,:,"101,18",:,:,:,"0,51",:,"1,27",:,:,:,"902,44",:,:,"7,47",:,"504,00","52,38",:,"8,32",:,:,"112,35","87,05"
2013-12,NL,"95,98","2.769,88",:,:,"279,05","2.378,93","118,84",:,"0,60","10,71","4,39","2.627,66",:,"1.676,22","15.503,56","50,15",:,"1,19","154,94",:,:,"1.992,37","0,43","47,15","91,46","121,84","75,12","1.225,94"
2013-12,PL,"14.736,15","0,67",:,"3,04","4.718,16","18.129,23","1,05",:,:,"96,20",:,"563,79",:,"6.220,03","1,98","132,82",:,:,"26,31",:,"10.394,65",:,"25,97","1.342,26","1.327,83",:,"34.473,87","299,00"
2013-12,PT,:,"0,17",:,:,"103,21","1.480,98",:,:,:,"6.153,55","1,47","1.168,39",:,"505,39","7.320,10","1.201,29","195,26","216,03",:,:,"6.461,82","18,71",:,:,"61,84",:,"19,36","546,61"
2013-12,RO,"2.180,61","55,20","742,66","53,07","17.078,52","6.572,77","4,45",:,"418,72","353,55","1,00","332,01",:,"709,67","821,59","21,69","7,02","1.464,79","232,80",:,"8.477,87","268,12","17,18",:,:,"4,61","17.732,46","858,95"
2013-12,SE,:,"64,85",:,:,"964,15","5.043,86","3.846,41",:,:,"36,31","3.758,72","13,51",:,"3.862,63","49.513,58","29,82","4,77",:,:,:,"127.851,16","75,69",:,:,:,:,"109,78","813,11"
2013-12,SI,"3.531,94",:,"610,45",:,"1.138,59","551,67",:,:,:,:,:,"148,38","2,72","1.259,13",:,"11,87","0,38",:,:,:,"2.326,74","10,67",:,:,"628,76",:,"55,76","276,74"
2013-12,SK,"188.896,63",:,"81,20",:,"18.057,32","8.260,09",:,:,:,"337,06","878,23","205,63",:,"1.769,07","1.908,52","201,88","76,40",:,"45,24",:,"271,08","4.209,28","120,52","104,54","3.007,86","1.175,45",:,"1.120,98"
2013-12,UK,"206,91","40,22","843,17","1.399,45","1.638,51","13.069,17","174,46",:,"2.043,02","2.108,34","244,64","3.013,78",:,"13.049,62","28.700,50","792,87","5,66","5,64","1.806,49","0,35","172.543,83","9.230,59","1.039,11","261,49","6.049,14","360,09","1.900,56",:
2014-01,AT,:,"0,49","1.024,04","401,89","11.213,90","9.195,99","1.071,33",:,:,"0,39","0,55","76,70",:,"1.151,27","2,64","39,71",:,:,"52,15",:,"9.258,94","6.917,60","2,99","789,97","3.195,43",:,"34.134,21","1.443,42"
2014-01,BE,"4,95",:,:,:,"20,42","4.863,73","1.477,19",:,"0,72","33,55","339,31","1.340,39",:,"2.494,14","5.163,68","392,71",:,"530,90",:,"165,75","70.503,47","210,13",:,"588,15","141,86",:,"58,07","4.895,77"
2014-01,BG,"1.426,85",:,:,"479,61","1.543,82","2.366,07",:,:,"44,61",:,:,"821,63",:,"550,50","31,01","17,27",:,:,"12,40",:,"32,85","1.043,21",:,"43,80",:,:,"5.550,24","121,17"
2014-01,CY,"233,49","74,80",:,:,"122,56","1.145,65","28,00",:,"924,68","0,33",:,:,:,"78,16",:,"0,32",:,:,"554,26",:,"9,08","169,37",:,:,:,"154,90","37,01","389,24"
2014-01,CZ,"1.022,89","0,92","49,31","0,48",:,"65.535,56","119,08","10,45","515,39","217,93",:,"485,96","120,81","349,85","17.345,48","2,01","10,87","0,01","186,08","2.733,47","172,71","4.021,28","38,90","101,54","2.294,13","135,38","24.735,00","954,41"
2014-01,DE,"8.436,05","2.391,45","175,45","3.099,30","169.398,86",:,"21.563,91","1.965,13","433,57","944,18","35,73","11.926,28",:,"2.716,54","47,32","2.872,54","1.333,53","11.573,87","924,34","43,21","177.808,77","32.027,11","3.236,29","13.795,10","6.122,41",:,"6.544,82","29.301,25"
2014-01,DK,"13,14","22,37","0,90",:,"34,86","7.321,91",:,"10,66","1,80","59,11","9,31","11,41",:,"4,06","645,09","70,68","85,24",:,"0,71",:,"24.575,96","384,33","0,30",:,"50.814,58",:,"44,27","203,19"
2014-01,EE,"16,40","7,01",:,:,"176,66","168,97","0,20",:,:,"0,48","305,35","31,04",:,:,"781,20",:,"245,20",:,"2.173,56",:,:,"217,72",:,:,"943,07",:,"76,69","218,06"
2014-01,EL,"2.930,33","8,05","0,13","327,52","74,93","11.162,10","4,92",:,:,"0,51","1,42","817,01",:,"20,13",:,"2,40",:,:,:,:,"1.908,26","41,77","69,13","63,91",:,:,"364,70","312,85"
2014-01,ES,"182,81","16,27","123,88","64,73","335,40","7.127,59","1,55",:,"0,31",:,"7,42","5.324,18",:,"1.844,37","37.678,82","4.454,59","24,75","1.256,75","302,25",:,"76.192,88","702,39","1.254,22","17,15","5,18",:,"91,90","3.210,65"
2014-01,FI,:,"0,33","4,75",:,"64,62","821,89","56,08","147,93",:,"0,38",:,"24,14",:,"1.538,13","4.994,50",:,:,:,:,:,"15.448,27","87,91",:,:,"17.273,76",:,:,"88,12"
2014-01,FR,"397,86","1.668,53",:,"60,21","61,70","12.113,44","279,60","10,15","0,64","384,14","83,29",:,:,"5.974,19","6.090,78","750,92",:,"66.382,05","84,07",:,"157.845,55","836,70","4.119,64",:,"709,78",:,"48,93","7.477,40"
2014-01,HR,"3.356,81",:,:,"1,67","1.617,11","166,18","150,84",:,:,:,:,:,:,"989,89",:,:,:,:,:,:,"1.786,01","609,41",:,:,"33,64","1.595,60","3.958,57",:
2014-01,HU,"1.370,78",:,:,:,"1.021,16","1.635,89",:,:,"307,83","494,90",:,"479,92",:,:,:,"4,00",:,"427,52",:,:,"7.961,82","1.399,37",:,"27,08","1.710,64","1.280,04","8.761,32","54,88"
2014-01,IE,"70,80","0,27",:,:,"395,48","1.033,09",:,:,:,"0,82",:,"560,21",:,"541,41",:,"393,65",:,:,:,:,"5.424,19","326,75","78,00",:,"79,45",:,:,"14.572,17"
2014-01,IT,"1.676,62","204,95","986,43","32,40","1.746,27","13.581,05","37,64",:,"13,65","306,98","1,53","24.473,33",:,"5.982,50","14.448,54",:,"195,28","55.006,94","1.059,27","28,65","9.402,39","2.607,18","466,73","200,45","2,02",:,"482,17","4.827,69"
2014-01,LT,"12,33","0,35",:,:,"905,49","255,72",:,"420,62",:,:,"1.318,10",:,:,:,"1.253,00","20,93",:,"1,32","12.758,15",:,"36,99","2.990,83",:,"157,50","840,34",:,:,"1.992,75"
2014-01,LU,"13,40","5.050,67","147,56",:,:,"2.242,20",:,:,:,"0,74","224,30","3.474,68",:,:,"1.379,78","0,27",:,:,:,:,"1.664,83","310,80","180,29",:,:,:,:,"483,68"
2014-01,LV,"69,94",:,:,:,"244,74","425,27",:,"59,95",:,"49,80","185,80","6,11",:,:,:,"81,49","2.919,61",:,:,"20,84","1.120,75","8.388,01",:,:,"122,36",:,"240,40","326,79"
2014-01,MT,:,:,:,:,"37,75","95,93",:,:,:,"0,78",:,"4,12",:,:,:,"200,01",:,:,:,:,"92,75",:,"22,14","2,14",:,:,"50,08","144,10"
2014-01,NL,"209,76","14.876,09","0,08",:,"496,07","14.111,43","564,06",:,"135,58","1.062,22","1,68","8.106,01",:,"136,22","67.520,96","868,67","1.141,43","2,37","252,47",:,:,"3.259,89","406,02","39,25","1.912,21",:,"0,09","2.725,06"
2014-01,PL,"14.267,94",:,:,"160,07","10.927,21","21.206,20","154,47",:,:,"56,14","2.230,14","1.485,04",:,"8.279,76","1,47","339,91","9,14",:,"140,16",:,"15.902,51",:,"6,58","32,04","4.388,40","164,44","58.791,91","1.585,81"
2014-01,PT,"86,36","1,62",:,:,"148,99","2.109,28",:,:,:,"4.168,77",:,"2.562,60",:,"588,17","2.367,50","1.534,05",:,"422,38",:,:,"5.826,31",:,:,:,:,:,:,"1.632,17"
