PERIOD,DECLARANT,Andorra,Belgien,Ceuta,Deutschland,Dänemark,Estland,Finnland,Frankreich,Färoer,Gibraltar,Griechenland,Heiliger Stuhl (Vatikanstadt),Irland,Island,Italien,Lettland,Liechtenstein,Litauen,Luxemburg,Malta,Melilla,Niederlande,Norwegen,Osterreich,Polen,Portugal,San Marino,Schweden,Schweiz,Spanien,Türkei,Vereinigtes Königreich
2015-09,Estland,:,:,:,"56,36","10,72",:,"210,90","1,19",:,:,"6,41",:,"904,40",:,"0,05","5.073,72",:,"709,12",:,:,:,"32,57","157,90",:,"31,24",:,:,"2.068,93",:,"0,25","0,52","97,19"
2015-09,Finnland,:,:,:,"745,12","14,53","124,25",:,"127,74",:,:,:,:,"2.211,34",:,:,"53,76",:,:,:,:,:,"5.088,58","0,44","25,23","8,91",:,:,"30.176,17",:,:,"0,28","1,05"
2015-09,Frankreich,:,"2.204,03",:,"23.970,09","10,21","162,67","39,05",:,:,"2,11","2,16",:,"17.356,78",:,"912,64","149,13",:,"13,35","23.558,48","281,70",:,"212.377,90","1,21","579,84","233,13","6.408,58",:,"1.365,84","48,62","1.109,97","0,94","1.995,48"
2015-09,Griechenland,:,"1,28",:,"4.258,73","0,15","3,01","0,43","599,08",:,:,:,:,:,:,"725,82","322,86",:,"2,52","1.818,04",:,:,"1.142,58",:,"2.656,66","21,45","226,32",:,:,:,"6,04",:,"1.109,90"
2015-09,Irland,:,"79,36",:,"75,15",:,:,:,"41,97",:,:,:,:,:,:,"0,46",:,:,:,:,:,:,"9.797,91",:,:,"2,94",:,:,"202,10","0,70","1,22",:,"28.030,92"
2015-09,Italien,:,"115,55",:,"10.388,44","24,24","53,33","0,77","3.158,94",:,:,:,:,"16.192,10",:,:,"551,79",:,"141,85","10.495,43","4.149,03",:,"59.727,58","4,07","239,34","958,26","125,86",:,"3,53","7,90","3.726,24",:,"1.782,69"
2015-09,Kroatia,:,"0,00",:,"1.913,32","0,00",:,:,"0,00",:,:,:,:,"3,45",:,"75,61","0,00",:,:,:,:,:,"1.865,47",:,"2.855,35","11,27",:,:,"335,82","0,61","2,86",:,"34,15"
2015-09,Lettland,:,:,:,"1.437,89",:,"28,27","576,73","110,58",:,:,:,:,:,:,"195,30",:,:,"2.698,54","60,00",:,:,"277,17",:,"278,18","485,08",:,:,"1.464,28",:,"208,45",:,"303,29"
2015-09,Litauen,:,:,:,"1.105,30",:,"0,81","514,87","148,59",:,:,:,:,"220,50",:,:,"11.877,94",:,:,:,:,:,"5.585,57",:,"46,38","700,91","0,05",:,"536,18",:,"47,54",:,"142,99"
2015-09,Luxemburg,:,"6.258,81",:,"420,20",:,:,:,"704,82",:,:,:,:,"67,20",:,"45,51",:,:,:,:,:,:,"828,97",:,"312,39","68,14","9,32",:,:,:,"4,57",:,"80,14"
2015-09,Malta,:,:,:,"138,92",:,:,:,"71,48",:,:,:,:,:,:,"706,32",:,:,:,:,:,:,"28,28",:,:,"2,01",:,:,:,"0,08","0,75",:,"24,51"
2015-09,Niederlande,:,"10.914,15",:,"9.158,22","30,26",:,"22,21","1.540,56",:,:,"9,57",:,"10.794,44","176,67","554,55","35,34",:,"79,94","0,33",:,:,:,"1.333,92","568,07","968,83","193,94",:,"259,35","5.060,50","194,51","1.134,30","2.058,19"
2015-09,Oesterreich,:,"63,01",:,"11.985,21","189,86",:,"1.313,48","1.077,95",:,:,"24,23",:,"176,76",:,"1.029,41","163,60",:,"344,59","0,33",:,:,"4.169,11","0,81",:,"3.687,29","910,51",:,"823,20","86,76","183,46","1,74","198,75"
2015-09,Polen,:,"168,17",:,"34.818,84","0,75","58,26","15,90","1.484,53",:,:,:,:,"75,66",:,"489,99","188,78",:,"582,09",:,:,:,"11.091,56","0,65","8.552,41",:,"24,27",:,"2.889,96","1,37","836,27","0,36","886,16"
2015-09,Portugal,:,"0,22",:,"1.864,16",:,:,"1,64","651,67",:,:,:,:,"518,44",:,"165,39",:,:,"418,93","3.940,98",:,:,"6.009,01",:,"9,43",:,:,:,"485,93","0,53","6.138,91",:,"786,72"
2015-09,Rumanien,:,:,:,"4.500,63",:,"27,29","0,19","1.431,93",:,:,"15,85",:,"12,49",:,"72,45","6,75",:,"25,38",:,:,:,"5.599,09","1,95","5.040,06","109,15","15,48",:,"172,55","184,55","40,99",:,"1.047,42"
2015-09,Schweden,:,"14,41",:,"4.613,20","2.313,54","401,89","2.400,25","419,51",:,:,:,:,"22.540,89",:,"24,21","81,69",:,"106,37","2,89","139,05",:,"53.485,78","86,64","871,93","196,53",:,:,:,"13,26","203,85","0,79","1.429,74"
2015-09,Slowakei,:,"141,94",:,"6.988,62",:,:,"1.423,68","136,82",:,:,:,:,"1.880,32",:,"1.652,96","1.094,65",:,"194,59",:,:,:,"1.758,23",:,"289.405,65","2.728,61","101,25",:,"1.174,18","2,57","409,02","0,23","1.107,09"
2015-09,Slowenien,:,"1,02",:,"1.118,22",:,:,:,"281,96",:,:,:,:,"15,06",:,"6,69","5,15",:,:,:,"79,18",:,"2.777,85",:,"7.641,08","19,61",:,:,"440,50",:,:,:,"10,25"
2015-09,Spanien,"4,14","43,73","3,06","4.587,65","0,24","7,50","1,68","5.278,84",:,:,"0,18",:,"14.253,45",:,"9.149,14","3,45",:,"10,25","6.019,95",:,"9,30","28.609,52","0,34","727,94","226,74","755,53",:,"51,46","65,62",:,"0,49","2.057,94"
2015-09,Tschechische Republik,:,"2,33",:,"16.685,27","26,47","8,03","170,47","600,41",:,:,"5,70",:,"24.221,31","0,05","26,08","258,83",:,"229,57","1,61",:,:,"5.880,85","23,16","7.164,46","1.388,31","224,10",:,"1.534,99","17,94","73,92","210,01","341,46"
2015-09,Ungarn,:,:,:,"70,15",:,:,"1.409,45","248,68",:,:,:,:,:,:,:,"147,61",:,"84,60","284,15",:,:,"7.612,91","0,28","2.566,08","15,72",:,:,"342,15","1,01","0,27",:,"0,24"
2015-09,Ver.Koenigr.,:,"106,15",:,"10.968,06","147,00","72,56","53,76","6.942,70",:,:,"264,59",:,"145.644,20",:,"1.497,06","266,42",:,"11,55","187,65","0,41",:,"149.779,25","36,95","512,19","779,95","760,67",:,"10.736,80","75,19","1.070,62","3,77",:
2015-09,Zypern,:,:,:,"964,52",:,:,:,"4,48",:,:,"2.218,15",:,:,:,"355,47","108,00",:,:,:,:,:,"360,43",:,"360,27","0,85","41,03",:,:,:,"55,73",:,"228,08"
2015-10,Belgien,:,:,:,"3.022,04",:,"30,82","54,14","5.068,32",:,:,:,:,"6.707,06",:,"51,84",:,:,:,"4.515,31",:,:,"134.520,47",:,"30,98","15,24",:,:,"54,62","1,49","26,40","61,16","2.176,77"
2015-10,Bulgarien,:,:,:,"723,73",:,:,"0,42","1.329,48",:,:,"271,29",:,:,:,:,"1.204,80",:,:,:,:,:,"6.870,19","1,31","3.166,78","108,01",:,:,"1,28",:,"0,40",:,"1.541,52"
2015-10,Daenemark,:,"46,33",:,"2.783,60",:,"88,46","214,09","31,47",:,:,"20,37",:,"57,18",:,"319,29","0,98",:,:,:,"0,43",:,"22.781,86","20,63","146,67","89,01","0,43",:,"82.861,17",:,"15,79",:,"330,79"
2015-10,Deutschland,:,"649,33",:,:,"2.641,09",:,"35,36","4.992,98",:,:,"613,07",:,"45.142,74",:,"2.649,13","485,30",:,"565,10","16.138,30","12,65",:,"88.836,08","3,33","8.785,79","6.925,04","967,33",:,"29.733,67","252,03","2.670,47","31,01","19.373,44"
2015-10,Estland,:,"1,67",:,"189,55","12,91",:,"394,49","183,88",:,:,"13,94",:,"3.242,08",:,:,"3.895,90",:,"1.896,71",:,:,:,"38,00","963,89",:,"87,06",:,:,"2.078,03",:,:,"0,40","103,93"
2015-10,Finnland,:,"2,80",:,"979,74","57,61","140,32",:,"68,96",:,:,:,:,"7.380,37",:,:,:,:,:,:,:,:,"20.521,10","12,86","82,82",:,"87,73",:,"31.131,51","0,28",:,:,"98,14"
2015-10,Frankreich,:,"2.221,76",:,"42.705,86","9,68","151,90","38,80",:,:,:,"1,65",:,"21.593,83",:,"1.113,21","29,98",:,:,"70.980,26","330,24",:,"214.049,89","0,21","403,34","341,45","3.409,76",:,"4.933,49","36,08","1.066,68","0,92","4.234,23"
2015-10,Griechenland,:,:,:,"4.173,20",:,"20,23","2,10","1.698,10",:,:,:,:,:,:,"811,51","391,35",:,:,"21.524,14",:,:,"420,82",:,"3.429,34","30,60",:,:,"0,78",:,"3,60",:,"462,66"
2015-10,Irland,:,"201,68",:,"421,93",:,:,"2,17","27,36",:,:,:,:,:,:,"0,49",:,:,:,:,:,:,"15.039,46",:,:,"0,79","18,76",:,"643,12","0,49","55,43","0,33","43.897,10"
2015-10,Italien,:,"204,68",:,"8.504,32","27,80","75,20","30,38","9.932,61",:,:,"0,11",:,"37.826,82",:,:,"633,05",:,"25,79","11.610,22","38,97",:,"197.501,16","1,15","279,77","366,36","49,84",:,"8,21","4,69","1.192,79",:,"2.574,00"
2015-10,Kroatia,:,"0,00",:,"801,17","7,46",:,:,"23,62",:,:,:,:,"25,14",:,"55,85","0,00",:,:,:,:,:,"3.246,99","0,29","6.240,04","7,65",:,:,"801,89",:,"0,09",:,"33,28"
2015-10,Lettland,:,:,:,"1.470,58",:,"119,53","819,11","42,68",:,:,"48,50",:,:,:,"240,73",:,:,"3.052,34","1.377,60",:,:,"318,24",:,"508,86","312,62",:,:,"525,75",:,"44,27",:,"243,32"
2015-10,Litauen,:,:,:,"203,18","17,16","14,70","1.260,47","45,65",:,:,"0,23",:,"3.084,11",:,"7,48","11.012,07",:,:,:,:,:,"14.273,79",:,"69,60","432,34","0,43",:,"2.393,64",:,"62,44",:,"40,09"
2015-10,Luxemburg,:,"7.052,84",:,"350,19",:,:,"4,38","1.654,32",:,:,:,:,"293,61",:,"96,10",:,:,"0,12",:,:,:,"2.041,00",:,"362,53","11,57",:,:,"0,14","140,12","3,42",:,"10,82"
2015-10,Malta,:,:,:,"168,11",:,:,:,"124,55",:,:,:,:,"418,40",:,"1.041,04",:,:,:,:,:,:,"43,70",:,:,"2,40",:,:,:,:,"0,92",:,"64,26"
2015-10,Niederlande,:,"32.015,08",:,"11.444,38","127,01",:,"26,44","3.403,15",:,:,"0,63",:,"33.130,29","156,88","1.188,58","168,69",:,"71,58","4,54",:,:,:,"662,13","360,22","1.836,38","116,31",:,"181,39","7.262,77","403,88","1.644,40","2.581,37"
2015-10,Oesterreich,:,"17,35",:,"16.383,51","328,98","8,45","76,58","996,49",:,:,"23,93",:,"11.417,26",:,"507,49","56,01",:,"214,31","0,11","211,73",:,"11.900,54","0,89",:,"8.231,87",:,:,"2.570,81","10,54","604,40","0,91","3.585,97"
2015-10,Polen,:,"57,23",:,"60.663,76",:,"13,15","31,41","2.651,43",:,:,"163,92",:,"395,29",:,"278,32","17,83",:,"31,64",:,:,:,"12.920,87",:,"31.259,90",:,"13,64",:,"3.613,04","1,87","453,64","0,05","8.305,27"
2015-10,Portugal,:,"4,38",:,"1.544,22",:,:,"4,89","1.384,75",:,:,:,:,"2.917,56",:,"1.715,87",:,:,"285,07","2.218,51",:,:,"7.750,64",:,"9,50",:,:,:,"260,27","1,31","10.061,27",:,"800,44"
2015-10,Rumanien,:,:,:,"7.723,51","31,98",:,:,"873,36",:,:,"38,03",:,"1.013,41",:,"223,23",:,:,"6,06",:,:,:,"19.131,43",:,"8.050,43","588,61","87,43",:,:,"1,23","95,99",:,"648,83"
2015-10,Schweden,:,"126,27",:,"6.411,53","9.944,83","0,09","3.522,35","15,72",:,:,:,:,"53.605,27",:,"360,20","23,21",:,"44,48","0,38","60,54",:,"219.233,42","148,37","583,12","56,19",:,:,:,"7,85","80,02","2,77","893,03"
2015-10,Slowakei,:,"82,12",:,"45.322,23","0,62",:,"1.103,10","201,27",:,:,"19,47",:,"1.826,18",:,"643,31","306,60",:,"189,60",:,:,:,"958,38",:,"333.426,61","1.156,04","70,98",:,"2.409,94","4,92","3.602,61",:,"1.452,32"
2015-10,Slowenien,:,:,:,"1.848,46",:,"2,73",:,"20,85",:,:,:,:,"63,53",:,"1,30",:,:,:,:,:,:,"5.664,20",:,"6.523,77","0,94",:,:,"1.068,07",:,"9,10",:,"725,79"
2015-10,Spanien,"2,43","72,63","3,36","4.954,37","60,64","21,30","1,81","5.058,16",:,:,"0,04","0,15","30.054,08",:,"26.997,43","111,13",:,"124,05","8.202,38","0,15","8,48","67.103,82",:,"390,83","489,17","820,93",:,"302,50","3,69",:,"0,61","3.813,31"
2015-10,Tschechische Republik,:,"6,58",:,"11.126,99","359,00","18,33","78,92","574,67",:,:,"11,03",:,"44.920,28","268,75","1.733,15","16,61",:,"75,13","1,88","192,98",:,"10.423,70","32,99","6.854,46","1.851,01","398,52",:,"2.705,38","16,69","240,99","5,49","721,76"
2015-10,Ungarn,:,"1,10",:,"145,08",:,:,"1.761,81","717,28",:,:,:,:,:,:,:,"54,43",:,:,"25,35",:,:,"71.713,36",:,"3.406,58","383,38",:,:,"1.705,53","0,90","2,10","1,18","7,31"
2015-10,Ver.Koenigr.,:,"40,13",:,"16.854,49","347,12",:,"100,48","6.585,63",:,:,"826,69",:,"126.139,39","150,50","6.621,53","42,10",:,"5,28","608,76","60,69",:,"212.742,41","38,53","677,53","1.171,03","936,36",:,"34.946,11","56,21","1.258,42",:,:
2015-10,Zypern,:,:,:,"736,54",:,:,:,"7,15",:,:,"2.558,66",:,:,:,"137,14","19,50",:,:,:,:,:,"937,07",:,"194,66","0,17","179,76",:,:,:,"30,13",:,"77,20"
2015-11,Belgien,:,:,:,"5.797,43",:,"35,12","1,41","2.911,82",:,"2,55",:,:,"63,56",:,"337,07","265,40",:,:,"5.052,17",:,:,"137.393,59",:,"424,21","27,81",:,:,"821,92","0,62","29,09","0,72","3.829,76"
2015-11,Bulgarien,:,:,:,"2.333,38",:,:,"0,78","1.202,58",:,:,"68,21",:,:,:,"7,91","1.121,70",:,:,:,:,:,"6.485,60",:,"1.553,33","3,97",:,:,:,:,:,:,"2.478,61"
2015-11,Daenemark,:,"34,41",:,"5.214,77",:,:,"215,02","42,44",:,:,"26,88",:,"113,58",:,"119,39","118,25",:,:,:,"0,43",:,"26.654,85","2,06","270,48","9,57",:,:,"86.062,99","0,46","13,82","0,29","287,59"
2015-11,Deutschland,:,"305,88",:,:,"1.869,30","3,94","105,86","8.579,19",:,:,"680,22",:,"166.013,05",:,"5.540,77","69,65",:,"1.679,82","13.639,56","24,98",:,"231.489,05","6,86","18.363,96","13.234,79","1.581,77",:,"13.490,96","69,92","2.724,97","26,66","11.458,89"
2015-11,Estland,:,:,:,"579,66","4,45",:,"420,17","162,88",:,:,"22,16",:,"2.730,04",:,"0,83","3.750,73",:,"1.412,22",:,:,:,:,"985,28","0,42","57,29",:,:,"2.384,77",:,"12,02",:,"256,49"
2015-11,Finnland,:,:,:,"6.541,67","425,63","1.425,59",:,"15,03",:,:,:,:,"8.269,17",:,:,"23,71",:,:,:,:,:,"19.724,59","0,18","45,07","60,03","160,85",:,"42.631,12","1,19",:,"1,52","52,73"
2015-11,Frankreich,:,"4.303,16",:,"50.191,80","106,78","357,14","91,42",:,:,"3,15","2,39",:,"31.962,20",:,"1.781,99","55,52",:,"0,72","104.310,72","252,14",:,"269.654,76","0,83","705,02","603,46","3.338,39",:,"2.067,91","7,20","2.373,03","9,65","3.177,70"
2015-11,Griechenland,:,"0,25",:,"5.525,57","1,91","3,25","2,17","2.407,33",:,:,:,:,:,:,"507,00","68,39",:,:,"15.892,37",:,:,"1.029,78",:,"3.001,94","24,43",:,:,:,:,"9,05","26,76","463,36"
2015-11,Irland,:,"338,48",:,"487,07",:,:,:,"85,14",:,:,:,:,:,:,"3,12",:,:,:,:,:,:,"9.152,10",:,:,"0,30","20,60",:,"181,06","1,94","1,87","0,30","32.025,56"
2015-11,Italien,:,"135,72",:,"30.070,19","9,62","9,33","2,60","9.973,80",:,:,:,:,"36.402,63",:,:,"883,00",:,"9,19","17.755,92","27,01",:,"275.347,35","1,73","1.061,91","861,69","15,25",:,"1,06","11,33","890,65",:,"919,75"
2015-11,Kroatia,:,"5,80",:,"203,49","1,57",:,"0,94","0,53",:,:,:,:,"3,48",:,"11,20","0,00",:,:,:,:,:,"5.061,46",:,"4.339,26","7,80",:,:,"876,97","0,24","0,77",:,"67,84"
2015-11,Lettland,:,"37,06",:,"1.372,11","131,40","285,16","664,42","49,13",:,:,:,:,:,:,"239,30",:,:,"7.821,73","20,10",:,:,"513,69",:,"428,93","519,23",:,:,"1.153,28",:,"4,99",:,"195,32"
2015-11,Litauen,:,:,:,"278,55","39,62","290,71","1.052,42","72,82",:,:,"0,13",:,"899,88",:,"0,05","13.438,61",:,:,:,:,:,"10.324,30",:,"4,07","507,82","0,48",:,"1.512,94",:,"73,83",:,"109,65"
2015-11,Luxemburg,:,"8.769,78",:,"461,56",:,:,:,"1.737,93",:,:,:,:,"308,00",:,"19,48",:,:,:,:,:,:,"1.596,43",:,"1.997,99","13,65","30,11",:,:,:,"3,87",:,"55,05"
2015-11,Malta,:,:,:,"388,72","6,40",:,:,"77,74",:,:,:,:,"1.212,80",:,"1.345,94",:,:,:,:,:,:,"3,96",:,:,"17,05",:,:,:,"0,20","0,82",:,"51,32"
2015-11,Niederlande,:,"35.978,08",:,"9.994,72","128,72","0,01","8,98","2.673,22",:,:,"8,41",:,"41.653,91","141,32","1.347,79","120,84",:,"555,02","3,91",:,:,:,"736,89","648,83","1.075,51","270,63",:,"246,63","7.542,16","346,08","2.080,80","1.536,48"
2015-11,Oesterreich,:,:,:,"28.912,49","460,94",:,"2.015,88","1.269,69",:,:,"108,41",:,"19.965,32",:,"514,67","90,51",:,"55,35","343,40",:,:,"15.164,71",:,:,"5.168,83","560,45",:,"1.391,52","99,89","703,83","1,66","909,65"
2015-11,Polen,:,:,:,"57.027,69",:,"55,20","9,84","7.272,62",:,:,:,:,"970,13",:,"212,27","91,50",:,"208,20",:,:,:,"10.988,11",:,"19.535,81",:,"51,82",:,"4.441,01","0,63","306,10","0,59","615,24"
2015-11,Portugal,:,"66,16",:,"3.956,39",:,:,"5,76","1.186,64",:,:,:,:,"8.131,30",:,"1.467,13",:,:,"326,82","5.402,21",:,:,"8.463,55",:,"34,69",:,:,:,"8,91","0,68","17.841,10",:,"529,27"
2015-11,Rumanien,:,"0,53",:,"10.442,56",:,:,:,"2.180,37",:,:,"64,24",:,"4,30",:,"1.192,64",:,:,"41,71",:,"19,52",:,"19.067,04",:,"9.385,04","385,18","81,46",:,:,:,"30,46",:,"1.086,43"
2015-11,Schweden,:,"38,80",:,"14.998,88","24.279,98","47,79","6.103,10","6,75",:,:,:,:,"56.554,52","0,01","337,33","241,15",:,"286,92",:,:,:,"275.243,02","249,99","47,64","62,75","64,30",:,:,"4,45","2,43","2,32","377,82"
2015-11,Slowakei,:,"112,03",:,"43.051,69",:,:,"2.853,09","77,73",:,:,:,:,"6.973,30",:,"2.086,51","142,02",:,"56,30",:,:,:,"1.152,16",:,"332.073,23","3.968,05","277,44",:,"2.472,93","0,43","2.105,81",:,"2.336,37"
2015-11,Slowenien,:,"67,77",:,"2.879,07",:,:,:,"150,13",:,:,:,:,"10,43",:,"27,98","18,73",:,:,:,"125,77",:,"6.759,44",:,"6.782,74","14,65",:,:,"973,32","0,03","30,42",:,"168,37"
2015-11,Spanien,"5,91","15,95","2,38","6.678,06","55,98","17,91","7,32","7.610,09",:,:,"13,91",:,"67.158,10",:,"17.069,93","115,90",:,"58,73","4.063,01",:,"13,66","112.999,38","1,15","438,47","177,17","364,38",:,"281,02","5,97",:,"0,74","2.425,27"
2015-11,Tschechische Republik,:,"1,21",:,"16.862,82","239,66","9,19","273,43","1.444,78",:,:,"7,40",:,"37.256,36",:,"300,84","589,28",:,"311,53","229,72","701,06",:,"5.747,05","26,55","5.805,13","2.027,92","260,32",:,"2.794,06","181,97","546,77","3,03","429,23"
2015-11,Ungarn,:,"0,84",:,"181,22",:,:,"2.662,32","884,10",:,:,:,:,"79,11",:,:,"321,55",:,:,:,:,:,"42.432,54","2,07","3.486,93","108,77",:,:,"2.233,87","0,14",:,"0,05","1,87"
2015-11,Ver.Koenigr.,:,"5,90",:,"8.918,22","1.146,90",:,"202,26","12.121,47",:,:,"900,39",:,"113.866,17",:,"6.851,94","275,97",:,"134,54","789,69","0,56",:,"158.284,43",:,"664,79","1.198,41","1.448,72",:,"8.960,19","84,34","1.959,38","58,65",:
2015-11,Zypern,:,:,:,"1.404,87",:,:,:,"2,65",:,:,"3.533,86",:,:,:,"277,79",:,:,:,:,:,:,"2.499,72",:,"816,70","41,02","33,26",:,:,:,"131,37",:,"368,83"
2015-12,Belgien,:,:,:,"5.116,85","1,69",:,"580,79","4.402,70",:,:,:,:,"89,97",:,"125,33",:,:,:,"4.427,99",:,:,"103.284,61","0,68","76,78","31,44",:,:,"293,50","1,69","208,96",:,"3.089,99"
2015-12,Bulgarien,:,:,:,"1.168,58",:,"247,16",:,"931,78",:,:,"610,77",:,"22,53",:,:,"419,88",:,:,:,:,:,"4.249,48",:,"1.514,15","1,21",:,:,"1,12",:,"0,27","20,24","576,56"
2015-12,Daenemark,:,"37,14",:,"3.113,95",:,:,"162,06","33,73",:,:,"18,20",:,"172,72",:,"111,64","8,27",:,:,:,"0,43",:,"12.533,70","7,73","315,85","45,14","0,43",:,"71.775,25","0,81","18,33",:,"278,18"
2015-12,Deutschland,:,"264,88",:,:,"364,47","124,62","34,52","5.885,76",:,:,"327,89",:,"36.672,12",:,"3.554,22","14,02",:,"3.459,91","8.657,24","116,44",:,"57.935,09","3,75","19.916,96","18.293,66","626,54",:,"25.864,79","256,95","1.751,73","108,99","11.456,52"
2015-12,Estland,:,:,:,"266,11","8,02",:,"756,20","41,03",:,:,"44,25",:,"1.125,50",:,"0,82","4.127,01",:,"1.566,12",:,:,:,"84,84","224,79",:,"97,88",:,:,"1.885,47",:,"87,59",:,"131,88"
2015-12,Finnland,:,"292,64",:,"2.165,70","43,31","1.049,39",:,"130,35",:,:,:,:,"7.002,11",:,:,:,:,:,:,:,:,"11.514,22","1,69","52,04","298,50","88,15",:,"37.985,39","0,80","0,73","0,20","70,45"
2015-12,Frankreich,:,"5.261,25",:,"16.165,86","66,27","292,89","87,89",:,:,"4,19","0,66",:,"10.798,86",:,"1.196,90","8,99",:,"41,63","52.309,05","363,79",:,"157.785,92","1,10","505,28","652,24","3.555,60",:,"337,96","151,45","2.237,60","1,22","2.920,96"
2015-12,Griechenland,:,"0,36",:,"3.229,25","0,95","9,25","2,55","1.346,20",:,:,:,:,:,:,"1.133,85","67,21",:,"1,18","9.294,96",:,:,"880,71",:,"1.995,88","16,37",:,:,"124,12","2,00","2,80",:,"194,01"
2015-12,Irland,:,"352,46",:,"399,19",:,:,"66,75","182,38",:,:,:,:,:,:,"1,20",:,:,:,:,:,:,"12.697,75",:,:,"88,02","29,57",:,"168,69","22,88","2,57","0,27","34.498,60"
2015-12,Italien,:,"786,44",:,"16.348,07","58,20","66,96","7,57","4.970,92",:,:,"0,22",:,"15.091,37",:,:,"625,77",:,"6,21","9.497,61","99,67",:,"117.311,12",:,"903,88","818,69","18,54",:,"5,92",:,"2.256,71",:,"1.612,95"
2015-12,Kroatia,:,"0,00",:,"289,56","0,00",:,"0,21","14,46",:,:,:,:,"2,20",:,"22,39","0,00",:,:,:,:,:,"2.651,22","1,19","5.168,81","29,06",:,:,"511,11","0,22","0,00",:,"38,30"
2015-12,Lettland,:,"221,95",:,"3.657,21",:,"549,82","836,67","136,30",:,:,:,:,:,:,"326,49",:,:,"5.619,45",:,"85,50",:,"246,94",:,"199,70","1.075,14","414,10",:,"702,36",:,"1,91",:,"723,39"
2015-12,Litauen,:,:,:,"335,45","18,25","224,32","597,66","140,09",:,:,"0,57",:,"363,08",:,"131,73","9.196,32",:,:,:,:,:,"3.762,67",:,:,"216,72","0,23",:,"376,58",:,"0,21",:,"98,18"
2015-12,Luxemburg,:,"9.028,48",:,"481,85",:,:,:,"1.622,65",:,:,:,:,"2,24",:,"3,23",:,:,:,:,:,:,"1.671,78",:,"2.137,04","67,65",:,:,:,:,"4,69",:,"31,85"
2015-12,Malta,:,:,:,"441,75",:,:,:,"121,70",:,:,:,:,"292,10",:,"819,10",:,:,:,:,:,:,"50,56",:,:,"0,30",:,:,:,"0,09","2,92",:,"18,52"
2015-12,Niederlande,:,"25.594,21",:,"7.599,05","192,37",:,"20,99","2.462,24",:,"0,17","4,14",:,"5.409,76","142,52","830,58","107,54",:,"620,67","0,80",:,:,:,"564,10","567,39","1.175,33","623,38",:,"124,35","7.277,84","326,00","1.220,35","2.937,50"
2015-12,Oesterreich,:,"345,58",:,"15.464,84","171,27",:,"3.118,42","838,75",:,:,"329,46",:,"9.296,29",:,"93,45","1.252,14",:,"314,11","107,04",:,:,"14.880,31","0,54",:,"5.177,37","489,04",:,"260,37","4,49","804,07","0,62","709,84"
2015-12,Polen,:,"0,71",:,"41.229,44","19,00","104,78","26,41","1.299,95",:,:,:,:,"560,93",:,"62,53","339,76",:,"98,39",:,:,:,"3.012,23",:,"8.667,44",:,"13,54",:,"1.259,82","1,93","305,73","2,13","848,26"
2015-12,Portugal,:,"1.020,92",:,"1.510,57","0,16",:,"0,81","1.143,29",:,:,:,:,"1.311,27",:,"649,22",:,:,"112,35","6.894,03",:,:,"11.735,18",:,"49,48","9,41",:,:,"1,63","4,29","10.981,82",:,"538,95"
2015-12,Rumanien,:,:,:,"6.628,02",:,:,:,"1.038,79",:,:,"72,85",:,"488,03",:,"678,41","6,78",:,:,:,:,:,"13.040,86",:,"10.359,89","418,77","205,88",:,:,"0,05","16,43",:,"568,18"
2015-12,Schweden,:,"163,06",:,"6.502,15","32.397,66","345,85","4.891,78","813,44",:,:,"1,91",:,"27.638,04",:,"362,08","458,98",:,"107,59",:,:,:,"68.537,38","133,64","15,22","30,82","49,22",:,:,"13,16","31,06","0,11","730,39"
2015-12,Slowakei,:,"144,71",:,"10.118,03",:,:,"1.619,27","169,03",:,:,:,:,"5.605,80",:,"1.550,95","47,70",:,"20,10",:,:,:,"1.233,42","0,60","209.983,03","4.860,17","58,50",:,"2.832,52","3,94","1.804,82","0,06","2.213,25"
2015-12,Slowenien,:,"233,66",:,"2.454,90","0,39",:,:,"88,95",:,:,:,:,"17,58",:,"2,51",:,:,:,"0,59","135,40",:,"1.612,07",:,"3.640,00","22,50",:,:,"357,28",:,:,:,"54,07"
2015-12,Spanien,"5,27","907,94","6,23","10.417,50","91,53","14,74","1,56","7.771,10",:,:,:,:,"34.100,34",:,"17.360,09","116,25",:,"199,92","9.759,65","0,68","5,10","67.288,38","0,25","732,13","3.851,93","875,98",:,"27,40","1,91",:,"1,29","8.513,70"
2015-12,Tschechische Republik,:,"4,32",:,"12.266,28","17,37","8,18","215,81","596,98",:,:,"39,64",:,"72.117,21","0,04","376,43","137,00",:,"83,79","3,96","74,16",:,"5.198,81","19,94","2.948,60","1.955,57","92,80",:,"1.364,27","371,00","851,04","19,53","401,70"
2015-12,Ungarn,:,"0,34",:,"151,46","14,66",:,"2.069,55","377,91",:,:,:,:,"182,47",:,:,"132,73",:,:,"1.188,01",:,:,"20.105,24",:,"2.169,76","67,23",:,:,"1.695,70","0,18","0,71","1,40","0,19"
2015-12,Ver.Koenigr.,:,"46,50",:,"10.399,67","409,35","165,72","58,16","10.496,11",:,:,"598,85",:,"113.697,44","267,22","2.522,85","77,89",:,"24,96","1.403,71","0,60",:,"193.366,62","15,94","1.110,85","1.333,74","1.032,66",:,"18.346,38","41,72","1.482,14","7,55",:
2015-12,Zypern,:,:,:,"1.634,30",:,:,:,"10,98",:,:,"3.919,22",:,:,:,"23,91","119,46",:,:,:,:,:,"1.671,37",:,"254,01","17,02","57,96",:,:,"0,44","25,92",:,"213,29"
